snowpit_id,weight_above_target_layer,bending_stiffness_above_target_layer,dataset
18101,138.18,1833972319301.861,All Layer of Concern
23061,86.69,374051276325.4907,All Layer of Concern
23127,225.27,8953596939275.41,All Layer of Concern
17789,10.430000000000001,677712992.5491655,All Layer of Concern
18384,11.11,475252281.8210674,All Layer of Concern
18451,132.95,947434918263.4823,All Layer of Concern
22192,80.91,432160287829.2382,All Layer of Concern
20474,111.0,540848507492.9935,All Layer of Concern
33860,59.31,67295558904.25168,All Layer of Concern
21466,180.88,5918614570096.083,All Layer of Concern
19505,94.63999999999999,409820706176.09357,All Layer of Concern
22715,19.0,2122889648.3548906,All Layer of Concern
20710,202.56,7317538921307.61,All Layer of Concern
17754,40.78,28744028805.024582,All Layer of Concern
17562,33.61,18267964133.96648,All Layer of Concern
17612,56.550000000000004,78225955397.68304,All Layer of Concern
23596,37.89,15056279005.045958,All Layer of Concern
21593,24.31,14901712157.636549,All Layer of Concern
22842,192.66,5272685359891.996,All Layer of Concern
20130,31.59,8021581766.16296,All Layer of Concern
24438,197.17000000000002,8996721933199.75,All Layer of Concern
19524,43.150000000000006,27421703749.682735,All Layer of Concern
17319,10.96,699153549.8477585,All Layer of Concern
20261,138.69000000000003,1462429180854.3188,All Layer of Concern
18905,127.08,1084438084410.4816,All Layer of Concern
18072,71.71000000000001,314190357598.6747,All Layer of Concern
18843,18.310000000000002,3940611108.1369925,All Layer of Concern
20105,118.15,855423075387.2292,All Layer of Concern
18066,22.919999999999998,3646669528.241804,All Layer of Concern
19917,65.4,149097920536.10068,All Layer of Concern
17282,15.100000000000001,940853954.7337269,All Layer of Concern
19060,20.200000000000003,2856512587.9553266,All Layer of Concern
22450,78.53,352219023152.32733,All Layer of Concern
20663,30.02,17542201531.965572,All Layer of Concern
24276,32.33,15202581263.933418,All Layer of Concern
23660,25.550000000000004,7538926024.058124,All Layer of Concern
17377,23.7,8631714560.487505,All Layer of Concern
23636,19.8,9939694179.52067,All Layer of Concern
17860,11.71,463144697.432903,All Layer of Concern
23293,24.57,20681178635.742012,All Layer of Concern
21858,140.435,1382075685317.384,All Layer of Concern
17926,41.68000000000001,29155158782.415295,All Layer of Concern
20635,182.53000000000003,6284319855869.879,All Layer of Concern
19941,24.57,20681178635.742012,All Layer of Concern
21680,48.05,94746732967.2247,All Layer of Concern
19036,176.8,3922640743601.27,All Layer of Concern
25406,61.129999999999995,95783514753.14717,All Layer of Concern
18953,118.55,858406002709.6702,All Layer of Concern
25138,10.100000000000001,357064073.4944158,All Layer of Concern
25248,71.0,116307185454.2452,All Layer of Concern
22468,86.61,418415008756.1262,All Layer of Concern
24552,137.71,3442013446440.439,All Layer of Concern
24078,98.59,595344629379.4261,All Layer of Concern
21694,70.86,192770450419.32718,All Layer of Concern
22909,141.4,1538435883074.1401,All Layer of Concern
17429,73.75999999999999,171132450852.7371,All Layer of Concern
24372,99.17999999999999,474649787818.6269,All Layer of Concern
20166,51.75,120302669732.16096,All Layer of Concern
20485,193.9,5355107968598.185,All Layer of Concern
20399,77.19,271700218912.5088,All Layer of Concern
23353,45.36,77167392425.27669,All Layer of Concern
19235,191.99,6342465245755.768,All Layer of Concern
18280,6.9,66783336.0689935,All Layer of Concern
18139,31.590000000000003,13422740519.846144,All Layer of Concern
18413,155.28,2429428640652.902,All Layer of Concern
20093,44.09,58151066053.85559,All Layer of Concern
19309,162.14,2795049578560.5522,All Layer of Concern
24679,24.59,11147306794.938807,All Layer of Concern
23059,93.58000000000001,565345103484.4237,All Layer of Concern
17855,76.51,227101454558.96957,All Layer of Concern
24812,38.09,31320843073.306446,All Layer of Concern
19771,231.1,5690049192314.13,All Layer of Concern
20108,99.88,503083749069.9567,All Layer of Concern
24421,24.3,3651152374.2207365,All Layer of Concern
21204,95.66,295420745424.03326,All Layer of Concern
19684,20.200000000000003,2856512587.9553266,All Layer of Concern
21668,54.91,141531923067.79703,All Layer of Concern
20458,102.00999999999999,783927845583.799,All Layer of Concern
20172,42.29,25765946442.903175,All Layer of Concern
20728,68.19,87967782186.83615,All Layer of Concern
24996,280.55,18306837154220.516,All Layer of Concern
19628,166.21,3455678453908.4946,All Layer of Concern
21111,40.949999999999996,29238429090.504658,All Layer of Concern
17897,306.43999999999994,23413572085864.547,All Layer of Concern
19591,42.040000000000006,33665473602.40643,All Layer of Concern
18242,85.09,454087656770.32904,All Layer of Concern
20117,30.03,37759463325.339676,All Layer of Concern
19522,101.58,514621440770.4225,All Layer of Concern
19714,21.060000000000002,2376764967.7519884,All Layer of Concern
24264,89.37,1458390014380.9373,All Layer of Concern
19464,172.28,3750679966023.954,All Layer of Concern
24114,53.61000000000001,90983208133.06381,All Layer of Concern
24608,38.99,17259440697.02178,All Layer of Concern
17686,106.91000000000003,590302804596.8583,All Layer of Concern
20737,183.82,3170811585363.785,All Layer of Concern
22504,39.45,20924585268.9824,All Layer of Concern
20671,12.15,456394046.77759206,All Layer of Concern
18238,14.219999999999999,1864450345.0653014,All Layer of Concern
20447,79.0,319693131869.9078,All Layer of Concern
22168,295.13,23574506447643.336,All Layer of Concern
20948,45.63,35909976935.726295,All Layer of Concern
22456,118.69,1316258411960.8013,All Layer of Concern
20386,44.5,29667919012.583496,All Layer of Concern
22510,91.93,394993724688.1997,All Layer of Concern
20209,20.26,2914301159.146652,All Layer of Concern
17692,55.13,100082204698.52147,All Layer of Concern
20273,121.10000000000001,774064534123.9476,All Layer of Concern
22276,8.64,173560717.99450877,All Layer of Concern
22106,478.89,134896141463466.95,All Layer of Concern
20429,163.82999999999998,2475025288816.961,All Layer of Concern
17598,53.040000000000006,82299123361.82472,All Layer of Concern
24499,88.28,1406690555924.0515,All Layer of Concern
20158,227.15000000000003,9138184855283.553,All Layer of Concern
20969,56.32000000000001,57995442049.96238,All Layer of Concern
24121,291.45,15493850474986.195,All Layer of Concern
23192,79.24,225393192076.03278,All Layer of Concern
19517,123.02,1753871900769.6143,All Layer of Concern
22061,106.05000000000001,711992343639.3937,All Layer of Concern
20064,35.45,14159013702.784866,All Layer of Concern
19101,253.56,12043020458988.523,All Layer of Concern
19609,122.55000000000001,2158842987930.8723,All Layer of Concern
21076,108.25999999999999,839086071409.4713,All Layer of Concern
19265,42.150000000000006,26173564320.644436,All Layer of Concern
19862,248.06,21124700118725.91,All Layer of Concern
18055,129.29999999999998,1648244962721.3528,All Layer of Concern
22305,135.93,2027642161363.7917,All Layer of Concern
20888,33.1,14461184969.114645,All Layer of Concern
24590,59.6,126453736219.08624,All Layer of Concern
21710,28.73,24597341555.467693,All Layer of Concern
22525,92.5,404977752600.3879,All Layer of Concern
22090,164.71,5502584624045.93,All Layer of Concern
22059,47.0,68187344065.45941,All Layer of Concern
20430,137.18,1508471492047.2488,All Layer of Concern
24025,36.33,35301474730.88615,All Layer of Concern
17853,106.08000000000001,772232662975.6045,All Layer of Concern
24449,246.69,9585433772520.357,All Layer of Concern
18235,26.67,5548811459.697978,All Layer of Concern
22812,89.20000000000002,269629987101.4954,All Layer of Concern
20026,34.33,15507895861.246134,All Layer of Concern
21216,54.64,44303527576.16323,All Layer of Concern
19719,84.55,208829773597.3474,All Layer of Concern
21172,63.699999999999996,203632249855.3287,All Layer of Concern
23946,138.5,1596702056916.8262,All Layer of Concern
23341,78.45,337608872581.24615,All Layer of Concern
21034,127.55000000000001,1266643046588.0776,All Layer of Concern
18198,50.52,40450204149.911255,All Layer of Concern
19407,116.7,763164587608.4292,All Layer of Concern
19588,111.27,1053759973803.1396,All Layer of Concern
24207,236.4,8296656180508.129,All Layer of Concern
25037,7.9,319693131.86990774,All Layer of Concern
20754,24.66,7963795903.734623,All Layer of Concern
22567,90.05000000000001,451758094219.2542,All Layer of Concern
23683,68.97,314715106012.672,All Layer of Concern
17507,8.97,146722989.3435787,All Layer of Concern
21479,181.87,3235798776251.481,All Layer of Concern
18493,91.53,243413342206.76938,All Layer of Concern
18170,12.110000000000001,1307462027.0698578,All Layer of Concern
20363,102.84,481050382069.22595,All Layer of Concern
23295,119.59,1373713571456.7969,All Layer of Concern
19610,7.5,197056116.19990525,All Layer of Concern
24967,12.96,553893337.9558572,All Layer of Concern
20891,18.72,2793250275.328446,All Layer of Concern
22770,98.39000000000001,937779176314.3787,All Layer of Concern
18434,124.75999999999999,1881494735311.6108,All Layer of Concern
17275,0.6900000000000001,66783.33606899349,All Layer of Concern
24718,7.29,98581114.1039599,All Layer of Concern
17934,1.25,912296.8342588209,All Layer of Concern
20377,272.34,12095937489941.24,All Layer of Concern
22372,50.550000000000004,70692994922.67152,All Layer of Concern
18022,10.53,497138537.7720792,All Layer of Concern
20970,106.11,1051478404174.814,All Layer of Concern
25414,23.75,13422134689.927942,All Layer of Concern
18487,65.64,97687983850.47491,All Layer of Concern
23004,120.68,1561889860213.6426,All Layer of Concern
21001,49.7,32923309281.229218,All Layer of Concern
17519,75.57,364097335000.61426,All Layer of Concern
21521,25.860000000000003,6472932969.956739,All Layer of Concern
22008,139.87,1917282349545.6252,All Layer of Concern
19324,76.89,314984381617.8654,All Layer of Concern
17613,8.28,115401604.72722073,All Layer of Concern
17425,26.330000000000002,9006325981.219316,All Layer of Concern
23597,20.25,2112935401.748112,All Layer of Concern
19438,205.8,5971688175155.1455,All Layer of Concern
21301,48.86,74576613061.98848,All Layer of Concern
25187,129.95000000000002,1996835732164.1833,All Layer of Concern
18114,91.41999999999999,384621443053.8168,All Layer of Concern
22843,50.56999999999999,63018301757.8976,All Layer of Concern
18322,48.75000000000001,69528407162.92012,All Layer of Concern
18931,63.800000000000004,175917511133.1729,All Layer of Concern
18793,114.16,829133342411.6458,All Layer of Concern
20313,51.870000000000005,93860515235.5933,All Layer of Concern
20914,30.1,12830772468.608606,All Layer of Concern
21854,55.15,114652843737.93855,All Layer of Concern
21253,182.94,5507242555642.658,All Layer of Concern
23476,32.89,14483524277.205582,All Layer of Concern
17816,200.82,7195255880513.817,All Layer of Concern
21645,25.17,10882372305.152533,All Layer of Concern
22047,106.37,1190148618796.365,All Layer of Concern
20042,209.64,5937540149122.236,All Layer of Concern
20104,104.08,681483263052.9941,All Layer of Concern
19899,194.27,4139815572849.925,All Layer of Concern
34071,58.12,61424551729.17785,All Layer of Concern
20809,58.160000000000004,138235127897.6795,All Layer of Concern
21722,23.61,5020018305.841137,All Layer of Concern
19194,360.81,57514970072999.06,All Layer of Concern
21452,52.77000000000001,64804672916.04508,All Layer of Concern
23958,102.62999999999998,934308151323.1196,All Layer of Concern
19463,28.49,8883703425.84454,All Layer of Concern
24325,22.6,4681308356.348386,All Layer of Concern
18465,31.59,16480050428.440348,All Layer of Concern
22390,257.0,11712936595214.023,All Layer of Concern
18523,146.7,1499197246302.3618,All Layer of Concern
20440,193.9,5355107968598.185,All Layer of Concern
21099,11.340000000000002,371065263.51339656,All Layer of Concern
24675,114.14000000000001,828472090597.6898,All Layer of Concern
19596,21.840000000000003,6635359388.832415,All Layer of Concern
23922,282.38,25161551202240.516,All Layer of Concern
50950,24.3,3651152374.2207365,All Layer of Concern
19844,8.1,135227865.7118792,All Layer of Concern
22609,35.349999999999994,15309122151.073078,All Layer of Concern
18303,46.75,39852077914.002884,All Layer of Concern
18904,52.25,121179673647.25174,All Layer of Concern
18739,97.91,401473639311.0373,All Layer of Concern
20977,51.059999999999995,53966227835.69455,All Layer of Concern
22719,229.2,6271452400005.02,All Layer of Concern
22005,154.85000000000002,1859837422840.7717,All Layer of Concern
21230,139.22,2995280629428.295,All Layer of Concern
20550,10.930000000000001,832191278.7221698,All Layer of Concern
17791,56.540000000000006,109831833022.10098,All Layer of Concern
23623,142.45,3641925157145.9766,All Layer of Concern
24684,137.65999999999997,1302261535704.6648,All Layer of Concern
21774,203.90999999999997,6527762555349.022,All Layer of Concern
19421,8.1,135227865.7118792,All Layer of Concern
17927,111.30000000000001,768570541310.1904,All Layer of Concern
20634,11.110000000000001,475252281.82106733,All Layer of Concern
23017,13.14,605664560.1961075,All Layer of Concern
22682,29.410000000000004,18727582912.519566,All Layer of Concern
24941,295.29999999999995,26995741226274.035,All Layer of Concern
23566,58.919999999999995,74763046323.96913,All Layer of Concern
23420,98.17,601472174230.732,All Layer of Concern
19293,31.400000000000002,13905991681.230875,All Layer of Concern
24200,28.35,5797894742.396819,All Layer of Concern
21613,252.79500000000002,13807900915896.596,All Layer of Concern
20279,78.78,191190500530.35025,All Layer of Concern
21944,140.15,1333721499947.0212,All Layer of Concern
19220,90.96000000000001,262255270460.90213,All Layer of Concern
19199,76.38000000000001,301391558984.9601,All Layer of Concern
21205,214.03,6139999668335.137,All Layer of Concern
22801,68.57000000000001,216531309725.14606,All Layer of Concern
13072,39.0,37783342000.91342,All Layer of Concern
20490,139.98,1434217965364.3691,All Layer of Concern
20173,13.65,3546155458.803501,All Layer of Concern
18821,85.48,253593006360.89212,All Layer of Concern
20956,53.16,48969560606.03025,All Layer of Concern
22024,36.75,14470452922.589464,All Layer of Concern
18468,172.73,4107927582696.4663,All Layer of Concern
23352,16.05,3456239045.817207,All Layer of Concern
17703,146.8,2007506152151.5562,All Layer of Concern
33542,20.200000000000003,2856512587.955327,All Layer of Concern
17535,59.56,184778544023.3335,All Layer of Concern
23487,115.49000000000001,1072875275796.8196,All Layer of Concern
18281,46.8,65289614977.578384,All Layer of Concern
24214,17.3,3811842644.5185356,All Layer of Concern
52169,108.92,554794077896.675,All Layer of Concern
23434,29.5,10989932787.01981,All Layer of Concern
18531,14.58,788648912.8316792,All Layer of Concern
20452,157.84,2556910497764.001,All Layer of Concern
18707,203.25,4609829421042.486,All Layer of Concern
24047,13.84,1951663433.9934902,All Layer of Concern
21454,40.400000000000006,22852100703.642612,All Layer of Concern
23721,114.8,1430009422684.2615,All Layer of Concern
24337,55.64,59650930488.43048,All Layer of Concern
18061,232.4,11742786947372.572,All Layer of Concern
22107,167.15,2614550474591.806,All Layer of Concern
20875,115.25999999999999,813994198203.8333,All Layer of Concern
22041,58.870000000000005,78246682362.04353,All Layer of Concern
21274,119.095,1077699317708.327,All Layer of Concern
17620,45.36,28703761049.187943,All Layer of Concern
19121,161.07,3319442372180.3433,All Layer of Concern
19298,4.05,16903483.2139849,All Layer of Concern
19067,153.76000000000002,2399749808362.9487,All Layer of Concern
24359,138.19,1172686025047.0842,All Layer of Concern
21260,94.9,438307738133.269,All Layer of Concern
20785,70.69999999999999,323208124565.27155,All Layer of Concern
22439,43.650000000000006,24026715257.96753,All Layer of Concern
20927,35.620000000000005,24000630453.367584,All Layer of Concern
23503,157.06,2486831566069.754,All Layer of Concern
19838,6.06,77125839.8747938,All Layer of Concern
20670,43.17,35240054342.30948,All Layer of Concern
19264,40.59,21372178613.342796,All Layer of Concern
19787,94.93,514362177700.7027,All Layer of Concern
19052,132.79000000000002,973086524946.5762,All Layer of Concern
19608,198.11,11454485380288.213,All Layer of Concern
23843,36.58,19079719517.96544,All Layer of Concern
19925,27.58,7912649024.672991,All Layer of Concern
23072,126.65,1977639936750.731,All Layer of Concern
20592,73.45,120932521725.82106,All Layer of Concern
18865,22.0,3799838516.7936854,All Layer of Concern
18781,5.670000000000001,46383157.93917457,All Layer of Concern
17942,61.5,180246429999.18298,All Layer of Concern
17490,80.19,217191360155.31268,All Layer of Concern
19734,63.258,137015901191.87897,All Layer of Concern
23187,99.28999999999999,549272403884.6851,All Layer of Concern
18732,104.64999999999999,466187772165.37463,All Layer of Concern
18168,136.86,1761397532405.4414,All Layer of Concern
18397,360.40999999999997,58878430202032.85,All Layer of Concern
20473,232.07999999999998,8036539933254.229,All Layer of Concern
22476,25.075000000000003,6486069055.652741,All Layer of Concern
21196,34.27,21428748812.113205,All Layer of Concern
17810,73.03999999999999,526503056579.56256,All Layer of Concern
23646,59.87,215941977075.0761,All Layer of Concern
24250,62.75000000000001,129990042153.25194,All Layer of Concern
22310,16.95,2110314053.2954123,All Layer of Concern
18330,58.65,79391993093.97179,All Layer of Concern
20779,152.3,1177233879367.0618,All Layer of Concern
21549,56.650000000000006,83146990128.45546,All Layer of Concern
21580,24.29,4170134946.3947015,All Layer of Concern
21125,144.19000000000003,1676386444190.98,All Layer of Concern
21313,57.2,156538489281.958,All Layer of Concern
19793,52.95,52096081201.04793,All Layer of Concern
19156,61.4,93414164995.12752,All Layer of Concern
42461,53.63,113558604222.85167,All Layer of Concern
21035,10.8,891318696.5124896,All Layer of Concern
21490,36.17,17568817105.061436,All Layer of Concern
17711,70.83000000000001,101667533207.04521,All Layer of Concern
22170,245.64999999999998,14075562758415.504,All Layer of Concern
21109,104.45000000000002,578557861419.2197,All Layer of Concern
24947,55.9,80540755543.97424,All Layer of Concern
23756,80.14,184812381049.51404,All Layer of Concern
25346,48.38999999999999,99081908452.2182,All Layer of Concern
18849,54.6,128650056680.84267,All Layer of Concern
18287,113.45000000000002,803440847416.0133,All Layer of Concern
22091,58.370000000000005,44455001807.59924,All Layer of Concern
22058,23.95,6817731683.636647,All Layer of Concern
19762,69.43,150689771268.63483,All Layer of Concern
20027,78.5,477679973498.5291,All Layer of Concern
20211,97.33,363104593370.46606,All Layer of Concern
18658,31.310000000000002,16932499049.302834,All Layer of Concern
20950,113.18,933752345064.1537,All Layer of Concern
22678,122.9,1918194434077.2542,All Layer of Concern
21398,30.33,16929941430.946306,All Layer of Concern
19973,38.38,73155253463.84828,All Layer of Concern
23815,23.93,5382168871.200642,All Layer of Concern
24118,91.8,479543664133.31274,All Layer of Concern
23024,29.97,6849697081.903814,All Layer of Concern
22623,118.17000000000002,1070209017826.8894,All Layer of Concern
18573,13.13,784469769.4672314,All Layer of Concern
18435,39.45,65296184718.04621,All Layer of Concern
21550,181.76,3417511126483.606,All Layer of Concern
55628,139.98000000000002,2865596478547.9165,All Layer of Concern
19096,42.85,40075772147.22281,All Layer of Concern
23413,27.82,7613440446.023318,All Layer of Concern
22529,108.99999999999999,685000725311.9513,All Layer of Concern
22373,51.089999999999996,69952641824.19785,All Layer of Concern
20971,334.45,21494944353164.6,All Layer of Concern
21693,112.99,1248496427098.362,All Layer of Concern
23005,25.65,4676264222.051514,All Layer of Concern
21000,13.65,3546155458.803501,All Layer of Concern
17381,6.39,137986022.59327894,All Layer of Concern
24777,5.050000000000001,44633009.18680198,All Layer of Concern
23157,138.54999999999998,2631866907848.8604,All Layer of Concern
22826,18.6,3237217447.150526,All Layer of Concern
21896,30.020000000000003,8311033185.469376,All Layer of Concern
20068,124.4,3221497482517.243,All Layer of Concern
22771,98.39000000000001,937779176314.3787,All Layer of Concern
25221,51.87,194584642335.4657,All Layer of Concern
20675,47.87,54536977867.87482,All Layer of Concern
18716,23.23,4344398582.206556,All Layer of Concern
22500,35.04,13612165388.83031,All Layer of Concern
17682,71.0,151228597072.18036,All Layer of Concern
21359,39.43,39936487455.444435,All Layer of Concern
19710,148.10000000000002,1510854188266.8042,All Layer of Concern
22099,22.22,4526963004.763777,All Layer of Concern
54577,103.25,605546698068.9596,All Layer of Concern
20439,16.2,1081822925.6950336,All Layer of Concern
21265,82.8,158503648894.17218,All Layer of Concern
21271,150.1,2597096192454.475,All Layer of Concern
18252,107.94,642616779687.1648,All Layer of Concern
20331,73.33,221514090001.22055,All Layer of Concern
20870,276.29,15012041959794.223,All Layer of Concern
18408,16.2,1081822925.6950336,All Layer of Concern
20277,59.370000000000005,121523776898.57613,All Layer of Concern
24618,28.840000000000003,7171179763.608475,All Layer of Concern
19474,215.56,8667299671125.265,All Layer of Concern
22387,142.0,1547374596705.446,All Layer of Concern
23063,176.54000000000002,3278147925863.434,All Layer of Concern
24533,22.22,10033586327.61228,All Layer of Concern
20310,130.97,1083200968855.1625,All Layer of Concern
18273,3.7,40961674.53884633,All Layer of Concern
22912,222.23,10403518337768.303,All Layer of Concern
17448,23.400000000000002,5455566944.000871,All Layer of Concern
17953,26.97,5633559648.190783,All Layer of Concern
23705,95.67000000000002,433754627543.8349,All Layer of Concern
18209,24.24,4936053751.986803,All Layer of Concern
20148,49.879999999999995,40514438321.704895,All Layer of Concern
18737,34.26,12531565314.229761,All Layer of Concern
20712,202.56,7317538921307.61,All Layer of Concern
18392,60.989999999999995,93781325428.14113,All Layer of Concern
24077,12.5,912296834.2588209,All Layer of Concern
18267,39.03,67202826311.821884,All Layer of Concern
24711,18.23,4099022257.39817,All Layer of Concern
17610,46.150000000000006,31940860805.37208,All Layer of Concern
19327,66.054,278889514834.89856,All Layer of Concern
19598,17.38,3404092468.150777,All Layer of Concern
25027,25.95,12864968925.250053,All Layer of Concern
20058,33.1,14112147708.686045,All Layer of Concern
18411,41.17,28796571756.010757,All Layer of Concern
25175,65.25,123809893413.96803,All Layer of Concern
19290,133.93,1186198280950.425,All Layer of Concern
24490,297.78999999999996,24003056616780.78,All Layer of Concern
22669,100.08000000000001,447098305252.3058,All Layer of Concern
32553,31.59,8021581766.16296,All Layer of Concern
20036,65.75,215052192815.19205,All Layer of Concern
18964,54.61,79054073688.60666,All Layer of Concern
19686,24.3,3651152374.2207365,All Layer of Concern
21206,31.259999999999998,19223138060.070675,All Layer of Concern
17714,226.42,9034903170954.434,All Layer of Concern
22542,101.85,318079412996.48254,All Layer of Concern
54586,19.95,2905533113.720232,All Layer of Concern
19752,122.2,1110573422515.0457,All Layer of Concern
17579,8.190000000000001,233907432.72403738,All Layer of Concern
23128,41.67,34050899392.811455,All Layer of Concern
20960,83.1,263836810019.91464,All Layer of Concern
18518,156.3,2673126856851.3633,All Layer of Concern
18204,52.45,47737257174.05946,All Layer of Concern
20684,135.15,1665401978293.4348,All Layer of Concern
19034,223.05,10557838035435.22,All Layer of Concern
21469,43.580000000000005,65650683930.07955,All Layer of Concern
21375,334.28,31838431444722.57,All Layer of Concern
23370,144.18,1787621104434.1587,All Layer of Concern
24285,145.4,1587796424369.6604,All Layer of Concern
42451,522.14,179251563756715.3,All Layer of Concern
17983,23.2,6191008410.164135,All Layer of Concern
19350,50.879999999999995,50646309598.22352,All Layer of Concern
18356,134.07,977077928724.1246,All Layer of Concern
18160,156.43,2200482726769.672,All Layer of Concern
18483,42.0,32683888952.109432,All Layer of Concern
22837,212.39999999999998,12600732342094.838,All Layer of Concern
19436,243.70999999999998,9915292763387.193,All Layer of Concern
22556,80.88,482541657595.7066,All Layer of Concern
19665,18.630000000000003,1645317442.1164339,All Layer of Concern
23473,191.97,5042800304480.372,All Layer of Concern
17508,30.93,18122492182.98799,All Layer of Concern
24159,55.21000000000001,149057664852.592,All Layer of Concern
20250,67.46000000000001,117899046577.3687,All Layer of Concern
18333,5.670000000000001,46383157.93917457,All Layer of Concern
20066,100.51,571268186492.3068,All Layer of Concern
22549,46.580000000000005,39729898190.99447,All Layer of Concern
20120,44.290000000000006,28662357611.90112,All Layer of Concern
20134,73.56,311263083253.9534,All Layer of Concern
22846,77.52,431972039719.84,All Layer of Concern
21242,63.68,95660869524.69606,All Layer of Concern
19860,46.11,46835257775.05873,All Layer of Concern
24521,14.9,1975839628.4232225,All Layer of Concern
18441,56.08,77534733063.91428,All Layer of Concern
21148,222.97,8827513408842.713,All Layer of Concern
23184,33.550000000000004,10328611892.025911,All Layer of Concern
17493,42.55,28585309612.95383,All Layer of Concern
21524,18.009999999999998,1297180732.0970702,All Layer of Concern
18289,54.660000000000004,65826758628.73298,All Layer of Concern
20924,67.78,85203090230.60185,All Layer of Concern
18306,101.83999999999999,935955901117.6901,All Layer of Concern
18901,87.78,369472291198.62494,All Layer of Concern
17401,29.410000000000004,18727582912.519566,All Layer of Concern
23320,95.30000000000001,421460058291.7019,All Layer of Concern
24736,3.24,8654583.405560268,All Layer of Concern
20029,5.970000000000001,76833149.32687405,All Layer of Concern
18183,29.560000000000002,8849744469.89127,All Layer of Concern
18460,59.53,70744826703.57236,All Layer of Concern
20818,77.5,222104118912.14917,All Layer of Concern
22440,37.94,44800355838.31874,All Layer of Concern
24861,107.06,1122291684219.334,All Layer of Concern
19466,118.35,714154762193.5911,All Layer of Concern
19185,92.49,596501307147.034,All Layer of Concern
17373,61.56,134395316703.39276,All Layer of Concern
19472,106.75,390587161419.31146,All Layer of Concern
21985,67.89,151594223987.85046,All Layer of Concern
20667,128.55,835836444340.798,All Layer of Concern
25274,13.700000000000001,1365534277.0464034,All Layer of Concern
18197,2.07,1803150.073862824,All Layer of Concern
22512,51.25,41750659437.67268,All Layer of Concern
19252,56.63000000000001,89720881182.37366,All Layer of Concern
21107,26.860000000000003,12565218855.014853,All Layer of Concern
21277,87.72,332662672819.5243,All Layer of Concern
17415,9.36,349156284.41605574,All Layer of Concern
25348,88.0,534036316837.6616,All Layer of Concern
20792,32.4,8654583405.560268,All Layer of Concern
22618,1.62,1081822.9256950335,All Layer of Concern
18344,25.25,5579126148.350246,All Layer of Concern
20157,23.46,14607174727.959192,All Layer of Concern
24297,56.21000000000001,46400196657.01204,All Layer of Concern
21151,126.6,1094523809721.582,All Layer of Concern
24859,170.8,4466788154861.227,All Layer of Concern
21221,24.24,13026323947.493628,All Layer of Concern
19497,57.71000000000001,226512567532.2314,All Layer of Concern
17991,77.07,271512780816.68185,All Layer of Concern
22919,276.61,12997093526317.951,All Layer of Concern
59627,21.71,7169925458.141037,All Layer of Concern
21547,10.100000000000001,357064073.4944158,All Layer of Concern
19048,121.91,1384706851452.7144,All Layer of Concern
19740,32.55,10647832661.976667,All Layer of Concern
20249,67.03,148003985348.6055,All Layer of Concern
18600,79.88000000000001,233768372599.2288,All Layer of Concern
20413,61.7,161626052471.0116,All Layer of Concern
19998,106.51,1161972129504.6252,All Layer of Concern
17727,71.44,134893570085.85416,All Layer of Concern
23695,10.68,353664833.40726286,All Layer of Concern
21373,78.46000000000001,205954304930.65466,All Layer of Concern
18957,20.25,2112935401.748112,All Layer of Concern
23607,65.31,146099492621.9167,All Layer of Concern
24357,32.870000000000005,13411703520.148092,All Layer of Concern
24999,139.28,2393394084598.988,All Layer of Concern
25398,3.51,18412538.436002936,All Layer of Concern
20929,139.2,1463067858215.69,All Layer of Concern
18284,114.19999999999999,662642909830.2999,All Layer of Concern
23027,35.59,12405878569.865839,All Layer of Concern
19970,128.67000000000002,1459648645360.0422,All Layer of Concern
21678,57.769999999999996,118223696756.6043,All Layer of Concern
20030,11.3,585163544.5435482,All Layer of Concern
22345,90.3,887945364520.9331,All Layer of Concern
22459,17.82,1439906314.1000893,All Layer of Concern
20176,41.1,36869425480.25288,All Layer of Concern
21988,75.33,130441092449.26353,All Layer of Concern
23496,48.4,51234561696.382935,All Layer of Concern
21170,162.6,4479195508027.094,All Layer of Concern
24755,9.040000000000001,299603734.8062967,All Layer of Concern
18290,83.2,237847596338.82275,All Layer of Concern
18545,43.150000000000006,36660794214.499374,All Layer of Concern
18897,73.86,241299433914.83942,All Layer of Concern
20756,245.72,10646076937571.43,All Layer of Concern
21566,25.25,5579126148.350246,All Layer of Concern
21085,28.7,7626633015.971757,All Layer of Concern
17304,30.34,20275901582.82617,All Layer of Concern
24519,12.15,456394046.77759206,All Layer of Concern
17597,13.13,784469769.4672314,All Layer of Concern
17845,75.80000000000001,133098670323.79558,All Layer of Concern
24802,1.9179999999999997,3747026.056215329,All Layer of Concern
24205,49.21,68024940358.08745,All Layer of Concern
21793,54.57000000000001,136147105346.01968,All Layer of Concern
21270,100.25,383073402397.1847,All Layer of Concern
19914,181.48000000000002,5211832879877.629,All Layer of Concern
17909,219.89,9599803830968.037,All Layer of Concern
18912,75.96000000000001,229164161866.9286,All Layer of Concern
20040,237.47000000000003,7817194644860.128,All Layer of Concern
19196,27.3,28369243670.42801,All Layer of Concern
21385,36.300000000000004,20136870916.829056,All Layer of Concern
20456,76.43,385249098242.8938,All Layer of Concern
25321,112.65,1332837187835.427,All Layer of Concern
20732,68.96000000000001,117973585155.6936,All Layer of Concern
22501,56.900000000000006,76322286143.27525,All Layer of Concern
