snowpit_id,weight_above_target_layer,bending_stiffness_above_target_layer,dataset
50003,237.56,13959889518067.252,All Layer of Concern
49397,10.56,522906695.24510777,All Layer of Concern
49168,147.4,1570183616212.1956,All Layer of Concern
44560,61.89,152717987719.40628,All Layer of Concern
51555,57.46,56085315200.78128,All Layer of Concern
53550,28.28,7838270541.349416,All Layer of Concern
46109,129.85,1196127184432.0525,All Layer of Concern
60498,7.07,122472977.20858465,All Layer of Concern
49324,76.0,215188811793.40204,All Layer of Concern
50765,123.71,1990174692921.9392,All Layer of Concern
50848,149.4,2577484064531.4644,All Layer of Concern
47049,71.32,105886859952.302,All Layer of Concern
48379,64.63,144966243049.2269,All Layer of Concern
53484,109.13999999999999,910815527674.7672,All Layer of Concern
65643,282.0,18115006818130.0,All Layer of Concern
53021,18.75,2475920351.0281916,All Layer of Concern
45151,69.44,155738775454.4306,All Layer of Concern
45198,48.3,22906684271.66476,All Layer of Concern
47965,116.25999999999999,753232246433.6333,All Layer of Concern
45960,22.6,4681308356.348386,All Layer of Concern
50678,76.36,174166572742.65253,All Layer of Concern
53747,394.25,49050364166022.99,All Layer of Concern
48245,53.92999999999999,107940688964.57207,All Layer of Concern
44777,7.984999999999999,565725626.214091,All Layer of Concern
48590,212.94,5020410755017.603,All Layer of Concern
44631,76.94999999999999,189014207184.32318,All Layer of Concern
50328,60.540000000000006,127420744612.40462,All Layer of Concern
45547,54.27,102988238049.1588,All Layer of Concern
45292,60.05,70114580199.72304,All Layer of Concern
45765,108.74000000000001,624739627876.7483,All Layer of Concern
49257,79.11,351584765385.5083,All Layer of Concern
45881,41.44,65247244861.15706,All Layer of Concern
49582,221.13,8545873192453.0205,All Layer of Concern
55033,47.790000000000006,47357602253.47152,All Layer of Concern
51083,2.5,19260526.236441318,All Layer of Concern
52669,125.79999999999998,1787728390206.5151,All Layer of Concern
50036,298.35,22219556914407.992,All Layer of Concern
45003,2.73,28369243.670428008,All Layer of Concern
50807,95.8,420462234250.1089,All Layer of Concern
45832,36.79,23923330867.848343,All Layer of Concern
46000,53.7,90136529564.07846,All Layer of Concern
54109,37.56,33076724998.238415,All Layer of Concern
51206,188.11,4328444669729.9478,All Layer of Concern
54086,30.6,46871233954.43899,All Layer of Concern
51857,34.92,28223735831.045647,All Layer of Concern
51250,9.719999999999999,233673751.95012715,All Layer of Concern
46921,151.93,1445855268745.6106,All Layer of Concern
53313,36.72,32836229459.39127,All Layer of Concern
44609,97.4,444148870786.03033,All Layer of Concern
49617,163.06,3091684552283.0713,All Layer of Concern
52315,6.9,66783336.0689935,All Layer of Concern
45922,48.55,45503625741.70251,All Layer of Concern
45113,59.35000000000001,95351453123.46394,All Layer of Concern
45439,48.900000000000006,66734154029.049576,All Layer of Concern
49798,240.37,8994250381037.693,All Layer of Concern
52779,30.53,8501883387.476519,All Layer of Concern
47861,224.20000000000005,9193328205664.414,All Layer of Concern
45864,104.95,557990443386.4639,All Layer of Concern
49567,62.92,216041256273.5476,All Layer of Concern
48177,203.34,4938877849009.63,All Layer of Concern
44997,111.66,1062324003420.3403,All Layer of Concern
54255,7.07,122472977.20858465,All Layer of Concern
46676,155.75,2790297255484.44,All Layer of Concern
44503,64.16,101791291212.60628,All Layer of Concern
45733,41.21,29333498764.42311,All Layer of Concern
49201,43.290000000000006,23532259499.706474,All Layer of Concern
52159,130.22,1659815653975.53,All Layer of Concern
49509,46.620000000000005,66351543687.54206,All Layer of Concern
53527,93.95,299521578304.86383,All Layer of Concern
54131,27.910000000000004,7056657504.53599,All Layer of Concern
44498,51.510000000000005,78577281760.18434,All Layer of Concern
46454,154.64000000000001,2058346329494.9297,All Layer of Concern
48449,154.1,1521896101133.098,All Layer of Concern
49573,227.65,7136019531459.399,All Layer of Concern
45870,101.01,1436987299638.1895,All Layer of Concern
50768,49.03,45631274630.11845,All Layer of Concern
49435,154.7,1837313138683.5293,All Layer of Concern
49603,98.11,560302623212.9222,All Layer of Concern
54711,365.63,30631049507394.277,All Layer of Concern
46104,72.01,251918254200.00955,All Layer of Concern
46274,47.035000000000004,86595385880.8677,All Layer of Concern
44792,47.77,82662785139.38551,All Layer of Concern
44876,51.019999999999996,40914699509.16006,All Layer of Concern
53594,91.6,372302065972.3871,All Layer of Concern
51558,75.13,179650364426.10535,All Layer of Concern
50396,73.6,380430230893.62787,All Layer of Concern
45689,126.10999999999999,631574526713.8651,All Layer of Concern
50219,51.56,138929671250.13504,All Layer of Concern
49234,95.94,425992752422.56555,All Layer of Concern
48835,148.64,1933661855930.0,All Layer of Concern
53992,17.720000000000002,2016375213.4998312,All Layer of Concern
54867,231.76000000000002,22398103619712.926,All Layer of Concern
48374,21.21,3306770384.631784,All Layer of Concern
55393,26.26,6275758155.737851,All Layer of Concern
47409,98.5,419491625374.9815,All Layer of Concern
44911,68.18,234541856823.70898,All Layer of Concern
48412,93.82,834207343166.7136,All Layer of Concern
48138,178.64000000000001,3655957932921.078,All Layer of Concern
46313,118.44,956018930204.7955,All Layer of Concern
51323,78.80000000000001,255216105463.41513,All Layer of Concern
51579,70.6,281583445684.3721,All Layer of Concern
51862,188.0,5159079675056.962,All Layer of Concern
48762,30.78,7420223447.342234,All Layer of Concern
53797,186.01,5226383605501.368,All Layer of Concern
48295,262.0,15502791548192.914,All Layer of Concern
44843,38.550000000000004,32057697909.426907,All Layer of Concern
54038,22.880000000000003,7023672706.738659,All Layer of Concern
47906,37.08,20048091145.03294,All Layer of Concern
52758,33.790000000000006,17265533133.656265,All Layer of Concern
49770,64.48,87122556007.05466,All Layer of Concern
51498,32.17,17459651217.78294,All Layer of Concern
44714,81.48,192680164470.8364,All Layer of Concern
44839,60.02,127110113004.61807,All Layer of Concern
52514,28.299999999999997,9801444509.943598,All Layer of Concern
45979,168.44,2149239723235.0933,All Layer of Concern
47184,27.45,8974624788.567312,All Layer of Concern
50388,44.89,27586816066.07807,All Layer of Concern
55278,14.14,2585664996.522174,All Layer of Concern
50177,175.05,4205644362990.608,All Layer of Concern
49700,112.0,1000316708405.1509,All Layer of Concern
48530,50.39,88339177045.59761,All Layer of Concern
54612,209.53,11331114289641.777,All Layer of Concern
65520,97.11,651025340029.0967,All Layer of Concern
44658,54.45,97277116028.5947,All Layer of Concern
50561,66.35,190847015172.85706,All Layer of Concern
52614,13.35,690751627.7485602,All Layer of Concern
45138,37.44,48369933192.788574,All Layer of Concern
44622,90.71000000000001,502205856972.37427,All Layer of Concern
46557,129.75,777386503829.4768,All Layer of Concern
44880,110.2,824303412140.3165,All Layer of Concern
44849,43.55,44935525848.94918,All Layer of Concern
48768,38.64,29248657840.492737,All Layer of Concern
54998,47.0,221533891885.1981,All Layer of Concern
44636,36.75,14470452922.589464,All Layer of Concern
53430,128.4,1996313857125.2405,All Layer of Concern
46405,160.48,2948069401477.754,All Layer of Concern
45630,50.11,48414706050.056755,All Layer of Concern
55166,6.06,77125839.8747938,All Layer of Concern
47259,81.32000000000001,252326726280.61432,All Layer of Concern
47290,98.39,311794676919.0723,All Layer of Concern
46680,12.15,456394046.77759206,All Layer of Concern
53483,27.29,7826377746.354618,All Layer of Concern
51165,80.45,335460865676.80835,All Layer of Concern
48524,2.04,7872358.2103776075,All Layer of Concern
53026,89.78,596784185166.9221,All Layer of Concern
49008,44.440000000000005,70944043265.04008,All Layer of Concern
45821,62.58,80465187349.843,All Layer of Concern
47153,343.75,37056147792382.99,All Layer of Concern
47962,26.610000000000003,7721582459.964039,All Layer of Concern
48055,31.51,8666171586.072897,All Layer of Concern
53557,121.6,1146718608728.5732,All Layer of Concern
54141,78.36,387084478684.0065,All Layer of Concern
48780,4.859999999999999,29209218.993765894,All Layer of Concern
44421,32.32,11700275560.265017,All Layer of Concern
49786,112.2,1309763597251.5747,All Layer of Concern
49265,67.78,121658031405.36418,All Layer of Concern
45082,42.67,21083416770.90844,All Layer of Concern
51975,64.9,143911883408.11087,All Layer of Concern
54282,16.2,1081822925.6950336,All Layer of Concern
44806,102.49,836784778735.5511,All Layer of Concern
51528,479.6,182663189232026.72,All Layer of Concern
54627,44.28,40310866511.721085,All Layer of Concern
47202,19.2,1942415616.4899285,All Layer of Concern
45031,27.72,14025144483.254307,All Layer of Concern
50374,268.9,17455868613748.277,All Layer of Concern
49673,41.1,36869425480.25288,All Layer of Concern
52692,188.96,5168378728796.801,All Layer of Concern
49997,75.75,236526107205.50388,All Layer of Concern
49667,6.8500000000000005,170691784.63080043,All Layer of Concern
50360,3.3899999999999997,15799415.702675799,All Layer of Concern
45739,96.77999999999999,767726060346.7837,All Layer of Concern
44954,14.14,1299544915.5035818,All Layer of Concern
48457,128.07,1250218486937.24,All Layer of Concern
51150,43.22,49708293012.02474,All Layer of Concern
52545,24.880000000000003,5751708501.195433,All Layer of Concern
47436,69.21000000000001,141700520067.81146,All Layer of Concern
49101,45.9,39061856031.60893,All Layer of Concern
51636,109.07,904748059632.7369,All Layer of Concern
51400,185.5,4962634337119.526,All Layer of Concern
53543,25.0,7298374674.070567,All Layer of Concern
48041,23.840000000000003,8093039118.021519,All Layer of Concern
46576,81.81,302914953524.62933,All Layer of Concern
54759,211.35,5087070472477.213,All Layer of Concern
46699,0.81,135227.8657118792,All Layer of Concern
53665,75.89,457789227159.98944,All Layer of Concern
48221,256.0,10849293429305.492,All Layer of Concern
54932,5.670000000000001,46383157.93917457,All Layer of Concern
48017,203.83,3809344213876.4536,All Layer of Concern
49820,42.489999999999995,31368847894.269527,All Layer of Concern
55105,27.3,28369243670.42801,All Layer of Concern
44769,2.73,28369243.670428008,All Layer of Concern
46300,92.58000000000001,362146159346.63855,All Layer of Concern
51330,33.160000000000004,23081649263.323975,All Layer of Concern
53103,15.149999999999999,1205091248.043653,All Layer of Concern
51106,417.5,50683383133934.85,All Layer of Concern
52105,154.55,3498733485427.9834,All Layer of Concern
52619,10.02,704917568.9387637,All Layer of Concern
50046,21.25,4482114346.713587,All Layer of Concern
47847,104.83000000000001,1225309211337.059,All Layer of Concern
45245,35.64,22884198119.132664,All Layer of Concern
50578,85.5,366152602885.32,All Layer of Concern
47124,90.60000000000001,555889607399.267,All Layer of Concern
53321,39.52,22919036737.785633,All Layer of Concern
44850,22.300000000000004,4835245300.248152,All Layer of Concern
46855,93.84,1122113008984.697,All Layer of Concern
48848,173.35999999999999,5694743926872.216,All Layer of Concern
53784,138.29999999999998,1434480749331.6704,All Layer of Concern
46252,161.29,1905101637716.394,All Layer of Concern
54671,185.06,3387445694696.898,All Layer of Concern
51781,42.42,41313374419.97093,All Layer of Concern
50672,20.200000000000003,2856512587.9553266,All Layer of Concern
52394,152.35999999999999,2291310897417.6133,All Layer of Concern
52677,140.65,3029947144827.828,All Layer of Concern
50444,135.26,1844922914263.486,All Layer of Concern
49005,13.13,784469769.4672314,All Layer of Concern
47829,57.120000000000005,172814007434.20926,All Layer of Concern
46534,113.52000000000001,1144376336445.2085,All Layer of Concern
48529,104.75,496979684885.1783,All Layer of Concern
46191,115.92,462249842401.0203,All Layer of Concern
46644,30.6,46871233954.43899,All Layer of Concern
45270,63.5,148630324749.51993,All Layer of Concern
45100,47.650000000000006,31312683165.892048,All Layer of Concern
45336,30.880000000000003,14176564185.084173,All Layer of Concern
51902,191.10000000000002,5498070746093.875,All Layer of Concern
48434,46.059999999999995,39388940411.59457,All Layer of Concern
54699,43.470000000000006,54683620114.84837,All Layer of Concern
46759,69.9,168541726510.80872,All Layer of Concern
48869,193.08,3850613041849.6616,All Layer of Concern
51844,216.71,6679442748443.035,All Layer of Concern
55076,8.36,560474351.9161592,All Layer of Concern
52460,143.29999999999998,1521900289586.7612,All Layer of Concern
50465,63.85000000000001,87541900482.10695,All Layer of Concern
45516,71.66,145238370234.34158,All Layer of Concern
47725,15.0,738474601.1635646,All Layer of Concern
48022,433.78999999999996,63148465072471.99,All Layer of Concern
48508,55.55,59406535227.63341,All Layer of Concern
46386,47.97,48201667113.89648,All Layer of Concern
54070,31.15,11779687863.749537,All Layer of Concern
54888,54.6,226953949363.42407,All Layer of Concern
44442,64.7,292763917426.3737,All Layer of Concern
48941,16.2,1081822925.6950336,All Layer of Concern
54064,19.0,2503675489.6288166,All Layer of Concern
48170,173.0,3130344632750.168,All Layer of Concern
51531,73.10000000000001,153885363925.12698,All Layer of Concern
44732,88.4,591294424954.1614,All Layer of Concern
47731,136.35,896928830096.3478,All Layer of Concern
45502,25.590000000000003,6079325166.182454,All Layer of Concern
47677,80.55000000000001,196308183179.33252,All Layer of Concern
48085,234.46,11004273297015.771,All Layer of Concern
51582,19.94,7769018645.869944,All Layer of Concern
46860,105.57999999999998,618301253916.3304,All Layer of Concern
48799,15.040000000000003,1618261692.4330502,All Layer of Concern
53252,97.47,1048555736604.7733,All Layer of Concern
44438,38.77,43275566879.18039,All Layer of Concern
53314,65.5,213180290216.5026,All Layer of Concern
45322,54.65,64686475388.157135,All Layer of Concern
45114,35.349999999999994,10885740984.934721,All Layer of Concern
52124,84.75,263789256661.92654,All Layer of Concern
50251,58.83000000000001,96102962808.07664,All Layer of Concern
48445,28.28,7838270541.349418,All Layer of Concern
65725,128.81,1208855481759.2454,All Layer of Concern
50658,58.28,108034396102.48776,All Layer of Concern
52970,100.24000000000001,549463189027.1061,All Layer of Concern
47803,156.60000000000002,2391315006958.0835,All Layer of Concern
45806,45.79,40850321905.0353,All Layer of Concern
53417,23.79,5188068017.01466,All Layer of Concern
51909,62.120000000000005,134142991162.56604,All Layer of Concern
46422,173.28000000000003,3579345993995.387,All Layer of Concern
44427,42.81999999999999,79531859188.56392,All Layer of Concern
44611,119.94,990509933095.0287,All Layer of Concern
45751,146.92000000000002,1466212240423.4976,All Layer of Concern
55141,170.9,2527213752211.5146,All Layer of Concern
55188,130.89999999999998,1400594954117.7021,All Layer of Concern
50308,28.919999999999998,9030968635.060791,All Layer of Concern
45435,35.5,14538398181.78065,All Layer of Concern
50636,13.770000000000001,664374504.2424624,All Layer of Concern
49331,282.8,11947912585418.271,All Layer of Concern
45868,61.31,197599852778.90094,All Layer of Concern
45573,174.88,4397493524362.9165,All Layer of Concern
53259,112.02000000000001,906241948191.6606,All Layer of Concern
54686,85.2,215282807684.77264,All Layer of Concern
53635,280.76,20629082265591.895,All Layer of Concern
44928,264.53,27643084992626.723,All Layer of Concern
48101,34.260000000000005,16884928341.003572,All Layer of Concern
49511,29.36,14226113791.851616,All Layer of Concern
50366,126.47999999999999,1365526010902.9084,All Layer of Concern
48384,60.95,104699418510.1667,All Layer of Concern
48451,18.4,1688805600.785402,All Layer of Concern
53153,43.2,24636260351.04362,All Layer of Concern
48498,116.65999999999998,897549699451.6848,All Layer of Concern
46485,181.53,3843252921788.2144,All Layer of Concern
45622,70.75999999999999,166425114582.06387,All Layer of Concern
45287,99.78,789954964255.6119,All Layer of Concern
52081,24.459999999999997,11547753494.23291,All Layer of Concern
48857,64.8,165852665139.86765,All Layer of Concern
44886,69.44999999999999,188114944485.47488,All Layer of Concern
54344,94.25,387030019771.6253,All Layer of Concern
48299,78.78,447169276760.05475,All Layer of Concern
53422,33.870000000000005,11039929371.417887,All Layer of Concern
45372,252.99,15039797276966.275,All Layer of Concern
45691,135.34,764587136333.4097,All Layer of Concern
45975,86.51,338991015070.96106,All Layer of Concern
47970,101.125,736793698325.6066,All Layer of Concern
53172,30.02,17542201531.965572,All Layer of Concern
44973,43.349999999999994,61954626375.436264,All Layer of Concern
44697,37.5,54155983283.99123,All Layer of Concern
44374,8.08,182816805.62914088,All Layer of Concern
46001,8.1,135227865.7118792,All Layer of Concern
51800,13.600000000000001,562675296.5041775,All Layer of Concern
53020,16.2,1081822925.6950336,All Layer of Concern
53811,42.78,55144268253.57099,All Layer of Concern
48378,289.43,21744461152819.492,All Layer of Concern
53350,26.72,13367325751.72767,All Layer of Concern
54746,154.24,1123681469196.2468,All Layer of Concern
49181,131.73000000000002,1112449412124.022,All Layer of Concern
52356,94.86,1396340930736.6917,All Layer of Concern
50509,174.28,5631006106178.209,All Layer of Concern
51605,466.65,85832574711215.17,All Layer of Concern
54216,81.99000000000001,368729799887.417,All Layer of Concern
46403,13.24,693300804.1677362,All Layer of Concern
48244,110.87,1099523766334.0928,All Layer of Concern
44892,32.9,11088786366.153326,All Layer of Concern
46897,67.49,149843519076.33035,All Layer of Concern
45894,39.0,37783342000.91342,All Layer of Concern
50868,135.42,1326901184538.4443,All Layer of Concern
49845,7.02,291992867.12891006,All Layer of Concern
45546,41.95,30829697670.01784,All Layer of Concern
45293,53.78,43031671121.63952,All Layer of Concern
47319,65.3,137699538881.0105,All Layer of Concern
47723,72.5,151980649266.52216,All Layer of Concern
47981,158.87,1933720383344.9504,All Layer of Concern
52466,31.23,59416809524.32575,All Layer of Concern
45984,141.39000000000001,1798730390255.7634,All Layer of Concern
55070,61.26,256885300758.23486,All Layer of Concern
47386,60.5,106413406803.57585,All Layer of Concern
49678,131.23000000000002,1240417309754.0366,All Layer of Concern
52650,29.22,15274560363.720512,All Layer of Concern
46380,74.28,249996380463.13608,All Layer of Concern
46513,35.53,18831916143.3021,All Layer of Concern
48815,22.69,2955576591.1017313,All Layer of Concern
45330,30.07,7355066605.868182,All Layer of Concern
52300,77.05000000000001,248107109556.81772,All Layer of Concern
50844,20.55,4608678185.03161,All Layer of Concern
47874,41.910000000000004,29995684378.57603,All Layer of Concern
48268,53.91,73133949243.47058,All Layer of Concern
46796,67.35000000000001,317212432386.7083,All Layer of Concern
46043,88.93,384841446559.43933,All Layer of Concern
48097,62.13,211767923985.531,All Layer of Concern
48574,28.349999999999998,5797894742.396818,All Layer of Concern
51910,38.41,29587418060.210804,All Layer of Concern
53312,16.87,3014913120.4526525,All Layer of Concern
53581,27.090000000000003,9704758221.62563,All Layer of Concern
48560,61.57,129663351301.5158,All Layer of Concern
44863,162.15,4194899638603.7144,All Layer of Concern
51251,9.590000000000002,468378257.02691644,All Layer of Concern
53254,58.160000000000004,111896973482.35492,All Layer of Concern
46782,82.77000000000001,232111483215.95554,All Layer of Concern
45748,20.25,2112935401.748112,All Layer of Concern
49799,1.62,1081822.9256950335,All Layer of Concern
47860,161.34,3191036476278.564,All Layer of Concern
50311,123.17999999999999,1125954505475.699,All Layer of Concern
45112,20.04,5639340551.51011,All Layer of Concern
51537,59.45,129778015660.87231,All Layer of Concern
46507,79.13,313822891569.9998,All Layer of Concern
46488,109.38,993433920325.4045,All Layer of Concern
46394,57.480000000000004,71437962298.89612,All Layer of Concern
48340,76.08,235194064191.86002,All Layer of Concern
52644,43.67999999999999,62348059012.80703,All Layer of Concern
45397,91.13,546102443300.6238,All Layer of Concern
52969,106.76000000000002,434527113074.78827,All Layer of Concern
51100,277.47999999999996,13854177926086.38,All Layer of Concern
48407,42.5,35856914773.708694,All Layer of Concern
44904,59.230000000000004,86783919645.12173,All Layer of Concern
51793,158.93999999999997,4223508706641.4277,All Layer of Concern
44842,41.06,33065731241.034416,All Layer of Concern
46595,95.85,835982470855.0673,All Layer of Concern
48893,65.55,93996653969.84305,All Layer of Concern
47888,43.75,24301051625.940166,All Layer of Concern
45769,145.35000000000002,2497754683424.0527,All Layer of Concern
47907,211.99,9995776087559.598,All Layer of Concern
45133,32.55,10647832661.976667,All Layer of Concern
47136,113.43,1455987991273.4614,All Layer of Concern
52103,188.7,3829789954798.628,All Layer of Concern
44715,153.45,2426075757513.6587,All Layer of Concern
48011,166.04999999999998,8073536309861.26,All Layer of Concern
52453,5.65,73145443.06794353,All Layer of Concern
52179,133.39,1972141544546.8496,All Layer of Concern
50383,17.869999999999997,3041709203.308074,All Layer of Concern
55429,241.82,7724623971169.085,All Layer of Concern
45239,38.95,26782061574.065937,All Layer of Concern
51444,161.07999999999998,2397426393884.777,All Layer of Concern
46018,40.75,26924891029.925507,All Layer of Concern
46704,76.3,252569143153.33844,All Layer of Concern
49309,101.12,508157865003.64514,All Layer of Concern
49415,38.220000000000006,77845204631.65446,All Layer of Concern
47913,105.63999999999999,567226169377.5929,All Layer of Concern
50781,242.0,14117651302435.072,All Layer of Concern
52860,53.1,57420068289.37203,All Layer of Concern
45582,106.05999999999999,890153837031.9126,All Layer of Concern
49553,250.68,10556504362787.709,All Layer of Concern
46853,23.93,4655917235.606101,All Layer of Concern
62322,64.19,214737194701.79904,All Layer of Concern
58302,64.14,99758593803.10925,All Layer of Concern
62863,248.36999999999998,11811094871912.252,All Layer of Concern
61098,17.78,1541862270.9427023,All Layer of Concern
63781,74.88,203569839767.7675,All Layer of Concern
64732,83.52000000000001,302804397502.1626,All Layer of Concern
60731,136.1,1312234670929.2725,All Layer of Concern
62028,18.200000000000003,4405247839.829933,All Layer of Concern
56153,62.900000000000006,150221513770.89337,All Layer of Concern
62672,16.2,1081822925.6950336,All Layer of Concern
56015,46.27,46226651495.014244,All Layer of Concern
58008,39.5,39961641483.738464,All Layer of Concern
58522,31.4,12158682327.833673,All Layer of Concern
58839,34.05,13583313890.743814,All Layer of Concern
61995,67.83,108288005601.20534,All Layer of Concern
59238,104.15,722129831522.4948,All Layer of Concern
57225,211.31,5117650850982.962,All Layer of Concern
59979,56.199999999999996,87945071833.16422,All Layer of Concern
63504,164.28,2730293074274.1426,All Layer of Concern
59462,147.75,1686423111893.126,All Layer of Concern
59689,29.0,10490697538.194345,All Layer of Concern
61723,32.4,8654583405.560268,All Layer of Concern
55975,99.16,539621037787.59265,All Layer of Concern
60349,143.15,2377565998535.778,All Layer of Concern
62385,57.699999999999996,74807579746.69908,All Layer of Concern
58470,40.78,28317132278.98266,All Layer of Concern
60725,37.95,37776379335.71278,All Layer of Concern
57761,11.340000000000002,371065263.51339656,All Layer of Concern
57627,147.3,1868183993145.2124,All Layer of Concern
59917,59.49,142528144131.92636,All Layer of Concern
60275,180.97000000000003,4923209274550.34,All Layer of Concern
56883,180.32999999999998,3322245058880.237,All Layer of Concern
58250,134.71,1751500051320.8013,All Layer of Concern
61534,89.4,331270870030.37366,All Layer of Concern
57998,19.89,3350400049.4845347,All Layer of Concern
59985,24.66,7963795903.734623,All Layer of Concern
57160,59.67,220368445077.9566,All Layer of Concern
64311,141.27,1682036335543.5146,All Layer of Concern
66064,20.7,1803150073.8628237,All Layer of Concern
62647,23.400000000000002,5455566944.000871,All Layer of Concern
58384,15.149999999999999,1205091248.043653,All Layer of Concern
56350,39.45,23927029381.1641,All Layer of Concern
61913,25.97,11184735344.779018,All Layer of Concern
63311,138.12,1435292330967.9087,All Layer of Concern
59107,227.57,10772522477013.406,All Layer of Concern
58792,61.6,128621184537.08728,All Layer of Concern
62121,12.15,456394046.77759206,All Layer of Concern
60130,235.95000000000002,10214383473591.488,All Layer of Concern
58579,125.57000000000001,976451316285.5781,All Layer of Concern
58053,86.89,646429185439.4613,All Layer of Concern
56752,8.1,135227865.7118792,All Layer of Concern
56278,33.519999999999996,23928513436.49931,All Layer of Concern
60847,304.72999999999996,31792877261869.438,All Layer of Concern
65465,173.95,2314802776703.6387,All Layer of Concern
62842,26.29,5076664759.179318,All Layer of Concern
55751,76.52,188651952020.8743,All Layer of Concern
64239,30.66,16456363504.257524,All Layer of Concern
59055,94.35,413471379949.5815,All Layer of Concern
57562,49.36,51731133915.62747,All Layer of Concern
57081,55.59,141551067681.97562,All Layer of Concern
56458,211.91000000000003,12992462386827.578,All Layer of Concern
65135,17.68,5732288974.237351,All Layer of Concern
56491,72.05,234349980136.97015,All Layer of Concern
62523,110.52,784825257942.8411,All Layer of Concern
58997,82.9,193089426716.83585,All Layer of Concern
56344,67.88,194882461792.96368,All Layer of Concern
56202,21.060000000000002,2376764967.7519884,All Layer of Concern
63978,217.24,7323575115960.808,All Layer of Concern
59675,155.45000000000002,2037791991825.8667,All Layer of Concern
59169,84.21000000000001,651106385214.3927,All Layer of Concern
55989,95.72999999999999,973106730295.7561,All Layer of Concern
59958,40.6,29471304095.01422,All Layer of Concern
59765,170.4,4786814892507.292,All Layer of Concern
57587,59.96,172364301318.9547,All Layer of Concern
58413,20.25,2112935401.748112,All Layer of Concern
56124,101.9,1042643696802.919,All Layer of Concern
65952,15.149999999999999,1205091248.043653,All Layer of Concern
62269,179.87,3244880031212.135,All Layer of Concern
62928,106.39999999999999,750556215474.7332,All Layer of Concern
65025,5.670000000000001,46383157.93917457,All Layer of Concern
60600,75.75,212282216728.17377,All Layer of Concern
57644,37.4,19564735009.051098,All Layer of Concern
59145,116.45000000000002,717043847680.6715,All Layer of Concern
57158,19.130000000000003,3870849526.4778495,All Layer of Concern
61483,310.95,20100176539217.367,All Layer of Concern
63165,2.79,6705340.685093179,All Layer of Concern
56829,39.5,39961641483.73846,All Layer of Concern
60350,380.33000000000004,43300336815963.66,All Layer of Concern
65433,45.8,40030078262.84783,All Layer of Concern
58375,38.1,18610457106.12657,All Layer of Concern
62739,78.91000000000001,231201175008.7388,All Layer of Concern
58157,30.69,8924808451.859024,All Layer of Concern
60458,207.55,7396999880428.92,All Layer of Concern
61497,25.259999999999998,6742921850.249817,All Layer of Concern
63037,107.68,634064740986.9391,All Layer of Concern
61803,272.3999999999999,13036576948392.908,All Layer of Concern
58541,51.65,49855057496.29163,All Layer of Concern
58631,9.09,260299709.57742906,All Layer of Concern
65946,47.75,41460481247.75346,All Layer of Concern
63798,106.0,589345257131.704,All Layer of Concern
63421,42.45,42795215446.96429,All Layer of Concern
61424,171.79000000000002,3691740727172.1816,All Layer of Concern
59895,20.69,4950722548.309902,All Layer of Concern
59771,70.03,145293097727.66446,All Layer of Concern
61612,140.4,2056372326053.4304,All Layer of Concern
60153,115.65,1055403330249.0342,All Layer of Concern
61680,48.02,35915595232.83386,All Layer of Concern
66069,34.25,21336473078.85005,All Layer of Concern
55674,16.47,2641624857.857273,All Layer of Concern
55442,77.59,307728443278.05255,All Layer of Concern
60403,110.51,1368488572423.7524,All Layer of Concern
58083,323.84000000000003,37249450555549.305,All Layer of Concern
56782,20.200000000000003,2856512587.9553266,All Layer of Concern
60897,15.57,2778833287.854012,All Layer of Concern
63293,23.01,5748293440.321262,All Layer of Concern
61775,89.39999999999999,426781359739.4159,All Layer of Concern
55923,79.19999999999999,239549288464.25497,All Layer of Concern
57926,26.400000000000002,11458134731.851873,All Layer of Concern
57267,8.1,135227865.7118792,All Layer of Concern
57860,72.35,195164086335.69226,All Layer of Concern
57098,110.56,1963621959301.1108,All Layer of Concern
59572,67.97,126331511852.5546,All Layer of Concern
59091,183.07,3124129272595.7925,All Layer of Concern
64002,56.22,227347545808.16675,All Layer of Concern
59869,104.99000000000001,677274588356.6226,All Layer of Concern
57759,58.39999999999999,84219976204.52875,All Layer of Concern
59744,132.45,1133920022030.0442,All Layer of Concern
63308,52.22,60926009676.38699,All Layer of Concern
55937,27.400000000000002,10924274216.371227,All Layer of Concern
58929,157.93,2455126945022.8687,All Layer of Concern
65468,96.95,416380263587.6906,All Layer of Concern
60883,52.01,94043923216.14673,All Layer of Concern
56043,32.87,26145428698.752632,All Layer of Concern
60417,5.050000000000001,44633009.18680198,All Layer of Concern
57948,45.09,64235613469.54486,All Layer of Concern
57179,100.5,642651148831.5332,All Layer of Concern
55984,1.62,1081822.9256950335,All Layer of Concern
55660,34.45,14444715626.705473,All Layer of Concern
57386,70.49000000000001,248592791862.4477,All Layer of Concern
59214,121.32999999999998,1115173830330.401,All Layer of Concern
58212,76.21000000000001,197462637262.5405,All Layer of Concern
58024,53.620000000000005,113355266133.32779,All Layer of Concern
65886,65.69,204723789686.70004,All Layer of Concern
56808,45.33,47056775403.90701,All Layer of Concern
56987,62.5,76993568388.9677,All Layer of Concern
62835,111.10000000000001,778441091081.2526,All Layer of Concern
59337,30.299999999999997,9640729984.349224,All Layer of Concern
55575,6.27,236450117.21462956,All Layer of Concern
66018,42.74,60875399092.08679,All Layer of Concern
59047,116.6,2356842452886.146,All Layer of Concern
61312,42.36,36108384370.9595,All Layer of Concern
